datetime,Latitude,Longitude,Vehicle Speed (Kn),C True Heading
2022-07-01 09:47:51.919491,33.7431725,-118.1231025,1.1663999999999999,122.4
2022-07-01 09:47:53.042693,33.743167,-118.12308333333333,0.8015317336200734,125.8
2022-07-01 09:47:54.056695,33.743167,-118.12308333333333,0.8015317336200734,125.8
2022-07-01 09:47:55.179897,33.743163333333335,-118.12307366666667,0.614746777136733,125.9
2022-07-01 09:47:56.193899,33.743163333333335,-118.12307366666667,0.614746777136733,125.9
2022-07-01 09:47:57.317101,33.74315716666667,-118.123066,0.7009191679501996,127.6
2022-07-01 09:47:58.331102,33.74315716666667,-118.123066,0.7009191679501996,127.6
2022-07-01 09:47:59.454304,33.743154833333335,-118.123061,0.38880000000000003,127.6
2022-07-01 09:48:00.468306,33.743154833333335,-118.123061,0.38880000000000003,127.6
2022-07-01 09:48:01.591508,33.7431515,-118.12305916666666,0.19440000000000002,127.0
2022-07-01 09:48:02.605510,33.7431515,-118.12305916666666,0.19440000000000002,127.0
2022-07-01 09:48:03.728712,33.74314583333334,-118.123059,0.8015317336200734,127.1
2022-07-01 09:48:04.742714,33.74314583333334,-118.123059,0.8015317336200734,127.1
2022-07-01 09:48:05.865916,33.7431375,-118.123057,0.38880000000000003,134.9
2022-07-01 09:48:06.879917,33.7431375,-118.123057,0.38880000000000003,134.9
2022-07-01 09:48:08.003119,33.7431325,-118.12305,0.614746777136733,129.0
2022-07-01 09:48:09.017121,33.7431325,-118.12305,0.614746777136733,129.0
2022-07-01 09:48:10.140323,33.743129833333334,-118.12304633333333,0.614746777136733,129.3
2022-07-01 09:48:11.154325,33.743129833333334,-118.12304633333333,0.614746777136733,129.3
2022-07-01 09:48:12.277527,33.743127666666666,-118.12304383333333,0.38880000000000003,136.7
2022-07-01 09:48:13.291529,33.743127666666666,-118.12304383333333,0.38880000000000003,136.7
2022-07-01 09:48:14.414731,33.743128166666665,-118.123039,0.38880000000000003,144.1
2022-07-01 09:48:15.428732,33.743128166666665,-118.123039,0.38880000000000003,144.1
2022-07-01 09:48:16.551934,33.7431265,-118.1230365,0.43469161482595914,145.3
2022-07-01 09:48:17.565936,33.7431265,-118.1230365,0.43469161482595914,145.3
2022-07-01 09:48:18.689138,33.74312416666667,-118.12303583333333,0.972,157.0
2022-07-01 09:48:19.703140,33.74312416666667,-118.12303583333333,0.972,157.0
2022-07-01 09:48:20.841942,33.743118833333334,-118.1230385,0.43469161482595914,158.5
2022-07-01 09:48:21.855944,33.743118833333334,-118.1230385,0.43469161482595914,158.5
2022-07-01 09:48:22.979146,33.7431175,-118.123035,0.38880000000000003,170.7
2022-07-01 09:48:23.993147,33.7431175,-118.123035,0.38880000000000003,170.7
2022-07-01 09:48:25.116349,33.743113666666666,-118.12303133333333,0.43469161482595914,186.1
2022-07-01 09:48:26.130351,33.743113666666666,-118.12303133333333,0.43469161482595914,186.1
2022-07-01 09:48:27.253553,33.74311616666667,-118.12303083333333,0.19440000000000002,185.1
2022-07-01 09:48:28.267555,33.74311616666667,-118.12303083333333,0.19440000000000002,185.1
2022-07-01 09:48:29.390757,33.743119,-118.12302983333333,0.7776000000000001,191.8
2022-07-01 09:48:30.404759,33.743119,-118.12302983333333,0.7776000000000001,191.8
2022-07-01 09:48:31.527961,33.74312466666667,-118.12303133333333,0.19440000000000002,195.9
2022-07-01 09:48:32.541963,33.74312466666667,-118.12303133333333,0.19440000000000002,195.9
2022-07-01 09:48:33.665164,33.74312233333333,-118.12303633333333,1.4152533624761325,203.1
2022-07-01 09:48:34.679166,33.74312233333333,-118.12303633333333,1.4152533624761325,203.1
2022-07-01 09:48:35.802368,33.74311183333333,-118.123046,1.7496,195.0
2022-07-01 09:48:36.816370,33.74311183333333,-118.123046,1.7496,195.0
2022-07-01 09:48:37.939572,33.743098833333335,-118.12305466666666,1.982498786884875,186.4
2022-07-01 09:48:38.953574,33.743098833333335,-118.12305466666666,1.982498786884875,186.4
2022-07-01 09:48:40.076776,33.743080666666664,-118.123057,1.760366870853914,173.1
2022-07-01 09:48:41.090778,33.743080666666664,-118.123057,1.760366870853914,173.1
2022-07-01 09:48:42.213979,33.74307266666667,-118.12305083333334,0.972,151.9
2022-07-01 09:48:43.227981,33.74307266666667,-118.12305083333334,0.972,151.9
2022-07-01 09:48:44.351183,33.74307533333333,-118.12303966666667,1.1335370483579263,135.7
2022-07-01 09:48:45.365185,33.74307533333333,-118.12303966666667,1.1335370483579263,135.7
2022-07-01 09:48:46.488387,33.743066666666664,-118.12302566666666,1.9146179566691628,138.3
2022-07-01 09:48:47.502389,33.743066666666664,-118.12302566666666,1.9146179566691628,138.3
2022-07-01 09:48:48.625591,33.74304883333333,-118.12301566666666,2.029595585332211,142.0
2022-07-01 09:48:49.639593,33.74304883333333,-118.12301566666666,2.029595585332211,142.0
2022-07-01 09:48:50.762795,33.74302433333333,-118.123008,2.4045952008602196,137.8
2022-07-01 09:48:51.776796,33.74302433333333,-118.123008,2.4045952008602196,137.8
2022-07-01 09:48:52.899998,33.7429995,-118.12300033333334,2.7076786810845928,139.5
2022-07-01 09:48:53.914000,33.7429995,-118.12300033333334,2.7076786810845928,139.5
2022-07-01 09:48:55.037202,33.7429635,-118.12298633333333,1.953695820745901,130.1
2022-07-01 09:48:56.051204,33.7429635,-118.12298633333333,1.953695820745901,130.1
2022-07-01 09:48:57.174406,33.74295816666667,-118.1229675,1.792279442497737,139.5
2022-07-01 09:48:58.188408,33.74295816666667,-118.1229675,1.792279442497737,139.5
2022-07-01 09:48:59.311610,33.74295583333333,-118.1229495,1.8442403314101987,154.9
2022-07-01 09:49:00.325611,33.74295583333333,-118.1229495,1.8442403314101987,154.9
2022-07-01 09:49:01.448813,33.74293766666667,-118.122944,2.3649780717799476,158.5
2022-07-01 09:49:02.462815,33.74293766666667,-118.122944,2.3649780717799476,158.5
